x,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17,reference_18,reference_19,reference_20,reference_21,reference_22,reference_23,reference_24,reference_25,reference_26,reference_27,reference_28,reference_29,reference_30,reference_31,reference_32,reference_33,reference_34,reference_35,reference_36,reference_37,reference_38,reference_39,reference_40,reference_41,reference_42,reference_43,reference_44,reference_45,reference_46,reference_47,reference_48,reference_49,reference_50
0.48,-0.2443899204854971,-0.25470892231160586,-0.26502792413771464,-0.27534692596382343,-0.2856659277899322,-0.29598492961604106,-0.3065832062909588,-0.32151024312241644,-0.336437279953874,-0.3513643167853316,-0.36629135361678916,-0.3812183904482468,-0.39596889945882163,-0.409439581767997,-0.42291026407717236,-0.43638094638634767,-0.449851628695523,-0.46332231100469834,-0.47601482157792124,-0.4852055593393582,-0.49439629710079525,-0.5035870348622322,-0.5127777726236692,-0.5219685103851063,-0.5327524295351298,-0.5485150405244865,-0.5642776515138432,-0.5800402625032001,-0.5958028734925568,-0.6115654844819135,-0.6236969108954094,-0.6274766127844252,-0.6312563146734411,-0.635036016562457,-0.6388157184514729,-0.6425954203404887,-0.6462331375033762,-0.649622381395539,-0.6530116252877017,-0.6564008691798646,-0.6597901130720274,-0.6631793569641902,-0.6643655822067861,-0.6625619964249699,-0.6607584106431537,-0.6598081748746313,-0.6598819591220614,-0.6599557433694915,-0.6533288223919382,-0.63958240211284
0.49,-0.24133534598162884,-0.25060311374196204,-0.2598708815022952,-0.26913864926262837,-0.27840641702296154,-0.2876741847832947,-0.2973044322596964,-0.3125531153351599,-0.3278017984106234,-0.34305048148608686,-0.3582991645615504,-0.3735478476370139,-0.38840881381033243,-0.40045883244310004,-0.41250885107586766,-0.4245588697086352,-0.4366088883414028,-0.4486589069741704,-0.4601572498639495,-0.4691730519102805,-0.47818885395661154,-0.48720465600294255,-0.49622045804927356,-0.5052362600956046,-0.516037861540476,-0.5324200861057862,-0.5488023106710964,-0.5651845352364068,-0.581566759801717,-0.5979489843670273,-0.6099424740107889,-0.6118418733349889,-0.6137412726591888,-0.6156406719833887,-0.6175400713075886,-0.6194394706317885,-0.6219642729289039,-0.625583530428621,-0.6292027879283383,-0.6328220454280554,-0.6364413029277727,-0.6400605604274898,-0.6417343858176509,-0.6407679819162714,-0.6398015780148919,-0.6390327815659609,-0.638501114059968,-0.637969446553975,-0.6393774798234939,-0.642846445166994
0.5,-0.23828077147776058,-0.24649730517231813,-0.25471383886687565,-0.2629303725614332,-0.27114690625599075,-0.2793634399505483,-0.28802565822843385,-0.3035959875479033,-0.31916631686737273,-0.3347366461868422,-0.3503069755063116,-0.36587730482578107,-0.38084872816184323,-0.3914780831182031,-0.40210743807456295,-0.4127367930309228,-0.4233661479872826,-0.4339955029436424,-0.4442996781499778,-0.45314054448120283,-0.46198141081242783,-0.4708222771436529,-0.4796631434748779,-0.4885040098061029,-0.49932329354582217,-0.5163251316870859,-0.5333269698283497,-0.5503288079696135,-0.5673306461108772,-0.584332484252141,-0.5961880371261684,-0.5962071338855524,-0.5962262306449364,-0.5962453274043203,-0.5962644241637043,-0.5962835209230882,-0.5976954083544314,-0.601544679461703,-0.6053939505689747,-0.6092432216762463,-0.613092492783518,-0.6169417638907896,-0.6191031894285157,-0.6189739674075729,-0.6188447453866301,-0.6182573882572905,-0.6171202689978745,-0.6159831497384586,-0.6254261372550495,-0.6461104882211479
0.51,-0.23296327613818885,-0.2406570769349715,-0.24835087773175413,-0.25604467852853674,-0.2637384793253194,-0.2714322801221021,-0.2796192566049838,-0.29545045622240196,-0.3112816558398201,-0.3271128554572382,-0.34294405507465636,-0.3587752546920745,-0.37382236969710037,-0.383184871262282,-0.3925473728274637,-0.40190987439264536,-0.411272375957827,-0.42063487752300865,-0.429826996455682,-0.43825239354206785,-0.4466777906284537,-0.45510318771483954,-0.4635285848012254,-0.4719539818876113,-0.48237159100185495,-0.4990148627031546,-0.5156581344044542,-0.5323014061057539,-0.5489446778070536,-0.5655879495083531,-0.5769202219700122,-0.5760371961804979,-0.5751541703909835,-0.5742711446014691,-0.5733881188119547,-0.5725050930224403,-0.5729285369312692,-0.5756383028121986,-0.5783480686931282,-0.5810578345740576,-0.583767600454987,-0.5864773663359164,-0.589499897157725,-0.5929468946850122,-0.5963938922122993,-0.5974819949486201,-0.5957394239357812,-0.5939968529229421,-0.611474794686605,-0.6493745312753018
0.52,-0.22378063234404172,-0.2319105006051461,-0.24004036886625046,-0.24817023712735484,-0.2563001053884592,-0.2644299736495636,-0.27303181684758593,-0.28894927156783695,-0.304866726288088,-0.320784181008339,-0.33670163572859,-0.352619090448841,-0.3676293643559747,-0.376062577368008,-0.3844957903800413,-0.3929290033920746,-0.40136221640410785,-0.4097954294161411,-0.4183041981866543,-0.42715296787032714,-0.43600173755399996,-0.4448505072376728,-0.4536992769213456,-0.4625480466050184,-0.472837883337406,-0.48763105459702716,-0.5024242258566483,-0.5172173971162695,-0.5320105683758907,-0.5468037396355118,-0.5569353261244299,-0.5563452676407306,-0.5557552091570314,-0.5551651506733322,-0.5545750921896329,-0.5539850337059337,-0.5540681890016972,-0.5553294684115205,-0.5565907478213439,-0.5578520272311672,-0.5591133066409906,-0.5603745860508139,-0.5636051324664747,-0.5695082555329148,-0.5754113785993549,-0.5778772310565472,-0.5762183587826422,-0.5745594865087371,-0.6006766403027157,-0.6563058217938216
0.53,-0.2145979885498946,-0.2231639242753207,-0.2317298600007468,-0.24029579572617288,-0.24886173145159898,-0.2574276671770251,-0.26644437709018803,-0.28244808691327195,-0.2984517967363558,-0.31445550655943966,-0.33045921638252357,-0.3464629262056075,-0.36143635901484905,-0.368940283473734,-0.37644420793261885,-0.38394813239150377,-0.39145205685038864,-0.3989559813092735,-0.40680673296650327,-0.41621820701628476,-0.4256296810660662,-0.4350411551158477,-0.44445262916562916,-0.4538641032154106,-0.4640979445377592,-0.47690168358688023,-0.48970542263600125,-0.5025091616851223,-0.5153129007342433,-0.5281166397833643,-0.5369695116004761,-0.5367353887839665,-0.5365012659674568,-0.5362671431509473,-0.5360330203344377,-0.5357988975179281,-0.5362005313280954,-0.5377147392349475,-0.5392289471417995,-0.5407431550486516,-0.5422573629555036,-0.5437715708623556,-0.5467598623067882,-0.55174869569508,-0.5567375290833718,-0.558709034398081,-0.5570597460244907,-0.5554104576509005,-0.5902768675705226,-0.6639412069266839
0.54,-0.20541534475574746,-0.2144173479454953,-0.22341935113524314,-0.23242135432499095,-0.2414233575147388,-0.2504253607044866,-0.25985693733279014,-0.27594690225870694,-0.2920368671846237,-0.3081268321105404,-0.32421679703645717,-0.3403067619623739,-0.3552433536737234,-0.3618179895794599,-0.3683926254851964,-0.37496726139093295,-0.38154189729666943,-0.38811653320240597,-0.3953092677463522,-0.4052834461622423,-0.4152576245781325,-0.4252318029940226,-0.4352059814099127,-0.4451801598258028,-0.45535800573811247,-0.4661723125767333,-0.4769866194153542,-0.4878009262539751,-0.4986152330925959,-0.5094295399312168,-0.5170036970765223,-0.5171255099272023,-0.5172473227778823,-0.5173691356285623,-0.5174909484792424,-0.5176127613299224,-0.5183328736544937,-0.5201000100583744,-0.5218671464622552,-0.5236342828661359,-0.5254014192700167,-0.5271685556738974,-0.5299145921471018,-0.5339891358572453,-0.5380636795673888,-0.5395408377396146,-0.5379011332663393,-0.5362614287930639,-0.5798770948383295,-0.6715765920595463
0.55,-0.19623270096160034,-0.2056707716156699,-0.21510884226973948,-0.22454691292380904,-0.2339849835778786,-0.24342305423194818,-0.2532694975753923,-0.26944571760414193,-0.2856219376328915,-0.30179815766164114,-0.3179743776903908,-0.3341505977191404,-0.34905034833259774,-0.35469569568518583,-0.360341043037774,-0.3659863903903621,-0.3716317377429503,-0.37727708509553837,-0.3838118025262012,-0.39434868530819994,-0.4048855680901987,-0.4154224508721975,-0.42595933365419625,-0.436496216436195,-0.4466180669384658,-0.4554429415665865,-0.46426781619470714,-0.4730926908228279,-0.4819175654509486,-0.4907424400790693,-0.4970378825525685,-0.49751563107043817,-0.4979933795883078,-0.49847112810617744,-0.49894887662404713,-0.49942662514191677,-0.5004652159808918,-0.5024852808818012,-0.5045053457827108,-0.5065254106836202,-0.5085454755845297,-0.5105655404854391,-0.5130693219874153,-0.5162295760194104,-0.5193898300514057,-0.5203726410811483,-0.5187425205081878,-0.5171123999352272,-0.5694773221061364,-0.6792119771924088
0.56,-0.1870500571674532,-0.1969241952858445,-0.2067983334042358,-0.21667247152262709,-0.2265466096410184,-0.2364207477594097,-0.24668205781799438,-0.26294453294957687,-0.2792070080811594,-0.29546948321274186,-0.3117319583443244,-0.32799443347590684,-0.342857342991472,-0.3475734017909118,-0.35228946059035154,-0.3570055193897913,-0.36172157818923106,-0.3664376369886708,-0.3723143373060501,-0.38341392445415756,-0.39451351160226494,-0.4056130987503724,-0.41671268589847976,-0.4278122730465872,-0.437878128138819,-0.44471357055643956,-0.45154901297406014,-0.4583844553916807,-0.4652198978093013,-0.47205534022692186,-0.47707206802861474,-0.47790575221367404,-0.4787394363987333,-0.4795731205837926,-0.48040680476885184,-0.48124048895391114,-0.48259755830729,-0.48487055170522814,-0.4871435451031663,-0.48941653850110445,-0.49168953189904263,-0.49396252529698076,-0.4962240518277287,-0.4984700161815756,-0.5007159805354225,-0.501204444422682,-0.49958390775003625,-0.4979633710773906,-0.5590775493739433,-0.6868473623252711
0.57,-0.1778674133733062,-0.18817339401872318,-0.19847937466414017,-0.20878535530955716,-0.21909133595497415,-0.22939731660039114,-0.24006978055043202,-0.2564227357221434,-0.2727756908938548,-0.2891286460655662,-0.3054816012372776,-0.32183455640898895,-0.3366643376503464,-0.3404511078966378,-0.3442378781429292,-0.3480246483892206,-0.35181141863551196,-0.35559818888180333,-0.3608168720858992,-0.37247916360011524,-0.3841414551143313,-0.39580374662854734,-0.4074660381427634,-0.41912832965697944,-0.4291381893391723,-0.43398419954629275,-0.4388302097534132,-0.4436762199605337,-0.44852223016765413,-0.4533682403747746,-0.4571062535046612,-0.45829587335691013,-0.45948549320915905,-0.46067511306140796,-0.4618647329136569,-0.46305435276590573,-0.46472990063368846,-0.4672558225286553,-0.46978174442362214,-0.472307666318589,-0.4748335882135558,-0.4773595101085227,-0.4793787816680424,-0.48071045634374104,-0.4820421310194397,-0.4820362477642159,-0.480425294991885,-0.47881434221955416,-0.5486777766417503,-0.6944827474581334
0.58,-0.1728088155146933,-0.1824602543062674,-0.19211169309784148,-0.20176313188941558,-0.21141457068098968,-0.22106600947256375,-0.23109758580639772,-0.24702129404526008,-0.26294500228412243,-0.27886871052298473,-0.2947924187618471,-0.31071612700070944,-0.32513720635609894,-0.3286642263063101,-0.3321912462565213,-0.3357182662067325,-0.3392452861569437,-0.3427723061071549,-0.3478244543840829,-0.35973968013123636,-0.3716549058783899,-0.3835701316255434,-0.39548535737269686,-0.40740058311985033,-0.41738658241906773,-0.42134374906848465,-0.4253009157179015,-0.4292580823673185,-0.4332152490167354,-0.4371724156661523,-0.4403264809277364,-0.4416334129973051,-0.4429403450668737,-0.4442472771364423,-0.44555420920601096,-0.4468611412755796,-0.4485419689113045,-0.45087711378780276,-0.45321225866430104,-0.4555474035407993,-0.4578825484172976,-0.46021769329379586,-0.4618504024035021,-0.462529805829705,-0.46320920925590786,-0.4630500822484336,-0.46188471872054676,-0.46071935519265994,-0.5378085713407068,-0.6980432783944356
0.59,-0.16882612444824843,-0.1776418738138289,-0.18645762317940934,-0.1952733725449898,-0.20408912191057027,-0.2129048712761507,-0.22211393513954197,-0.23741937371900085,-0.25272481229845967,-0.26803025087791854,-0.2833356894573774,-0.2986411280368363,-0.3124954798570031,-0.31582945267230267,-0.3191634254876022,-0.32249739830290175,-0.3258313711182013,-0.32916534393350083,-0.33405823765909454,-0.345966275481012,-0.3578743133029294,-0.36978235112484686,-0.38169038894676427,-0.39359842676868173,-0.40354676789412264,-0.40737105684307445,-0.41119534579202627,-0.41501963474097814,-0.41884392368992995,-0.42266821263888177,-0.42576108336807916,-0.42717169219184126,-0.42858230101560335,-0.42999290983936544,-0.43140351866312754,-0.43281412748688963,-0.43405098715028495,-0.43498378578303853,-0.43591658441579206,-0.43684938304854565,-0.4377821816812992,-0.43871498031405276,-0.43995535504833044,-0.4416131544918194,-0.44327095393530835,-0.44401817132885185,-0.4436726902624607,-0.44332720919606955,-0.5256190261682152,-0.6957129723063086
0.6,-0.16484343338180357,-0.1728234933213904,-0.18080355326097722,-0.18878361320056405,-0.19676367314015086,-0.2047437330797377,-0.21313028447268625,-0.22781745339274165,-0.242504622312797,-0.2571917912328524,-0.2718789601529078,-0.28656612907296314,-0.2998537533579073,-0.30299467903829524,-0.3061356047186831,-0.30927653039907105,-0.3124174560794589,-0.31555838175984685,-0.32029202093410625,-0.3321928708307877,-0.344093720727469,-0.3559945706241504,-0.36789542052083174,-0.3797962704175131,-0.3897069533691776,-0.39339836461766436,-0.3970897758661511,-0.40078118711463784,-0.4044725983631246,-0.4081640096116113,-0.4111956858084219,-0.4127099713863775,-0.414224256964333,-0.4157385425422886,-0.4172528281202441,-0.4187671136981997,-0.4195600053892655,-0.41909045777827436,-0.4186209101672832,-0.41815136255629204,-0.4176818149453009,-0.4172122673343097,-0.4180603076931588,-0.4206965031539338,-0.42333269861470885,-0.42498626040927007,-0.42546066180437464,-0.4259350631994792,-0.5134294809957236,-0.6933826662181817
0.61,-0.1608607423153587,-0.1680051128289519,-0.1751494833425451,-0.18229385385613828,-0.18943822436973148,-0.19658259488332466,-0.2041466338058305,-0.2182155330664824,-0.23228443232713428,-0.24635333158778616,-0.2604222308484381,-0.27449113010908993,-0.2872120268588115,-0.2901599054042877,-0.293107783949764,-0.29605566249524023,-0.2990035410407165,-0.30195141958619276,-0.30652580420911796,-0.31841946618056327,-0.3303131281520086,-0.3422067901234539,-0.35410045209489915,-0.36599411406634447,-0.37586713884423256,-0.3794256723922542,-0.3829842059402758,-0.38654273948829754,-0.39010127303631914,-0.3936598065843408,-0.3966302882487647,-0.3982482505809137,-0.3998662129130627,-0.4014841752452117,-0.4031021375773607,-0.4047200999095097,-0.405069023628246,-0.40319712977351013,-0.4013252359187742,-0.3994533420640384,-0.3975814482093025,-0.3957095543545666,-0.39616526033798705,-0.3997798518160482,-0.40339444329410934,-0.4059543494896883,-0.4072486333462886,-0.4085429172028889,-0.501239935823232,-0.6910523601300547
0.62,-0.15687805124891385,-0.1631867323365134,-0.16949541342411295,-0.17580409451171253,-0.18211277559931208,-0.18842145668691163,-0.19516298313897473,-0.20861361274022316,-0.22206424234147157,-0.23551487194271997,-0.2489655015439684,-0.26241613114521684,-0.2745703003597157,-0.2773251317702803,-0.28007996318084494,-0.28283479459140953,-0.2855896260019742,-0.2883444574125388,-0.29275958748412967,-0.30464606153033896,-0.31653253557654815,-0.3284190096227574,-0.3403054836689666,-0.35219195771517586,-0.36202732431928747,-0.365452980166844,-0.36887863601440063,-0.3723042918619572,-0.3757299477095138,-0.37915560355707034,-0.3820648906891075,-0.3837865297754499,-0.3855081688617924,-0.38722980794813483,-0.38895144703447726,-0.39067308612081975,-0.39057804186722656,-0.38730380176874596,-0.38402956167026536,-0.38075532157178477,-0.37748108147330417,-0.3742068413748236,-0.3742702129828154,-0.3788632004781626,-0.38345618797350983,-0.3869224385701065,-0.38903660488820246,-0.39115077120629843,-0.4890503906507404,-0.6887220540419278
0.63,-0.15289536018246896,-0.15836835184407488,-0.1638413435056808,-0.16931433516728672,-0.17478732682889267,-0.1802603184904986,-0.18617933247211899,-0.1990116924139639,-0.21184405235580883,-0.22467641229765375,-0.23750877223949868,-0.2503411321813436,-0.2619285738606198,-0.2644903581362728,-0.26705214241192576,-0.2696139266875788,-0.27217571096323173,-0.27473749523888474,-0.2789933707591414,-0.29087265688011454,-0.3027519430010877,-0.31463122912206093,-0.3265105152430341,-0.33838980136400726,-0.3481875097943425,-0.35148028794143393,-0.35477306608852544,-0.35806584423561694,-0.3613586223827084,-0.3646514005297999,-0.36749949312945024,-0.36932480896998615,-0.37115012481052206,-0.372975440651058,-0.37480075649159383,-0.37662607233212975,-0.37608706010620707,-0.37141047376398173,-0.36673388742175644,-0.3620573010795311,-0.3573807147373058,-0.35270412839508053,-0.3523751656276437,-0.357946549140277,-0.3635179326529103,-0.3678905276505247,-0.3708245764301164,-0.3737586252097081,-0.47686084547824875,-0.6863917479538008
0.64,-0.14967171424135828,-0.1549148494854629,-0.16015798472956752,-0.16540111997367213,-0.17064425521777676,-0.1758873904618814,-0.18151768290105705,-0.19314891186383407,-0.20478014082661106,-0.21641136978938802,-0.22804259875216504,-0.23967382771494203,-0.2502234122961954,-0.2529310751114021,-0.25563873792660885,-0.25834640074181564,-0.2610540635570224,-0.2637617263722291,-0.26805744900718964,-0.2794994408310422,-0.29094143265489475,-0.3023834244787473,-0.3138254163025998,-0.32526740812645233,-0.3347118821339161,-0.337914112965165,-0.34111634379641387,-0.34431857462766274,-0.3475208054589116,-0.3507230362901605,-0.35351585550594605,-0.35536702800616615,-0.3572182005063862,-0.3590693730066063,-0.36092054550682634,-0.36277171800704644,-0.3617597832876624,-0.35573741093397104,-0.3497150385802797,-0.3436926662265884,-0.33767029387289704,-0.33164792151920575,-0.33111963255699245,-0.3380475996260707,-0.344975566695149,-0.3502276692401451,-0.35346873435624254,-0.35670979947234,-0.46406415577232685,-0.6820388839551994
0.65,-0.1466556810537812,-0.15182777773853515,-0.1569998744232891,-0.16217197110804304,-0.16734406779279698,-0.17251616447755092,-0.1780057121690685,-0.18841575046542214,-0.19882578876177578,-0.20923582705812943,-0.21964586535448308,-0.23005590365083672,-0.23964846391139286,-0.24331430841241694,-0.24698015291344108,-0.2506459974144652,-0.2543118419154893,-0.25797768641651336,-0.2628267879194669,-0.2730005459311029,-0.28317430394273885,-0.2933480619543748,-0.3035218199660108,-0.31369557797764674,-0.32220564218065295,-0.325516663231691,-0.32882768428272907,-0.33213870533376716,-0.33544972638480525,-0.3387607474358433,-0.34155461751018407,-0.3431590403381211,-0.3447634631660581,-0.34636788599399515,-0.34797230882193214,-0.3495767316498692,-0.34848799687079,-0.3426862362794324,-0.33688447568807484,-0.3310827150967173,-0.32528095450535965,-0.3194791939140021,-0.31873789521242185,-0.3248643662183965,-0.33099083722437117,-0.3354555919156742,-0.33792628702937116,-0.3403969821430682,-0.4499848803307268,-0.6733848067844729
0.66,-0.14363964786620415,-0.1487407059916074,-0.15384176411701067,-0.15894282224241393,-0.1640438803678172,-0.16914493849322046,-0.17449374143707988,-0.18368258906701018,-0.19287143669694048,-0.2020602843268708,-0.2112491319568011,-0.2204379795867314,-0.2290735155265903,-0.23369754171343177,-0.23832156790027323,-0.2429455940871147,-0.24756962027395613,-0.2521936464607976,-0.2575961268317441,-0.2665016510311635,-0.27540717523058295,-0.28431269943000237,-0.29321822362942174,-0.30212374782884116,-0.30969940222738973,-0.31311921349821703,-0.31653902476904433,-0.31995883603987163,-0.3233786473106989,-0.3267984585815262,-0.32959337951442214,-0.33095105267007613,-0.33230872582573007,-0.333666398981384,-0.335024072137038,-0.33638174529269194,-0.33521621045391764,-0.3296350616248938,-0.3240539127958699,-0.3184727639668461,-0.31289161513782227,-0.30731046630879844,-0.3063561578678512,-0.31168113281072224,-0.3170061077535933,-0.32068351459120326,-0.32238383970249984,-0.32408416481379637,-0.4359056048891268,-0.6647307296137465
0.67,-0.14062361467862708,-0.14565363424467967,-0.15068365381073223,-0.15571367337678482,-0.16074369294283739,-0.16577371250888998,-0.1709817707050913,-0.17894942766859825,-0.1869170846321052,-0.19488474159561214,-0.20285239855911913,-0.21082005552262606,-0.2184985671417878,-0.22408077501444662,-0.22966298288710543,-0.23524519075976424,-0.24082739863242303,-0.24640960650508184,-0.2523654657440214,-0.2600027561312242,-0.26764004651842704,-0.27527733690562983,-0.2829146272928327,-0.2905519176800355,-0.2971931622741265,-0.30072176376474297,-0.3042503652553595,-0.307778966745976,-0.3113075682365925,-0.314836169727209,-0.3176321415186602,-0.3187430650020311,-0.319853988485402,-0.32096491196877286,-0.32207583545214374,-0.32318675893551463,-0.3219444240370452,-0.3165838869703551,-0.311223349903665,-0.3058628128369749,-0.3005022757702848,-0.2951417387035948,-0.2939744205232806,-0.29849789940304805,-0.3030213782828155,-0.3059114372667323,-0.30684139237562846,-0.30777134748452456,-0.42182632944752674,-0.65607665244302
0.68,-0.13760758149105,-0.1425665624977519,-0.14752554350445382,-0.1524845245111557,-0.1574435055178576,-0.16240248652455952,-0.1674697999731027,-0.17421626627018633,-0.18096273256726994,-0.18770919886435355,-0.19445566516143717,-0.20120213145852078,-0.20792361875698528,-0.21446400831546145,-0.2210043978739376,-0.22754478743241377,-0.23408517699088993,-0.2406255665493661,-0.2471348046562986,-0.2535038612312849,-0.25987291780627114,-0.2662419743812574,-0.2726110309562436,-0.2789800875312299,-0.2846869223208633,-0.288324314031269,-0.2919617057416747,-0.2955990974520804,-0.29923648916248613,-0.30287388087289185,-0.3056709035228982,-0.30653507733398605,-0.3073992511450739,-0.3082634249561617,-0.30912759876724955,-0.3099917725783374,-0.30867263762017283,-0.30353271231581647,-0.2983927870114601,-0.29325286170710374,-0.28811293640274743,-0.28297301109839107,-0.28159268317870995,-0.2853146659953738,-0.28903664881203767,-0.2911393599422614,-0.29129894504875714,-0.2914585301552528,-0.40774705400592676,-0.6474225752722936
0.69,-0.13459154830347297,-0.1394794907508242,-0.1443674331981754,-0.14925537564552663,-0.15414331809287785,-0.15903126054022904,-0.16395782924111416,-0.16948310487177443,-0.1750083805024347,-0.18053365613309497,-0.18605893176375526,-0.19158420739441553,-0.19734867037218287,-0.20484724161647636,-0.2123458128607699,-0.21984438410506338,-0.2273429553493569,-0.23484152659365037,-0.24190414356857592,-0.2470049663313456,-0.2521057890941153,-0.257206611856885,-0.2623074346196547,-0.2674082573824244,-0.2721806823676002,-0.2759268642977951,-0.27967304622799005,-0.283419228158185,-0.2871654100883799,-0.29091159201857486,-0.2937096655271364,-0.2943270896659412,-0.29494451380474596,-0.29556193794355073,-0.29617936208235557,-0.29679678622116035,-0.2954008512033006,-0.290481537661278,-0.28556222411925536,-0.2806429105772328,-0.27572359703521016,-0.2708042834931875,-0.26921094583413946,-0.2721314325876997,-0.27505191934125994,-0.27636728261779064,-0.27575649772188593,-0.2751457128259812,-0.39366777856432694,-0.6387684981015673
0.7,-0.1307752901093639,-0.13566707429179273,-0.14055885847422156,-0.14545064265665042,-0.15034242683907925,-0.15523421102150808,-0.16009400443112987,-0.16445794086224236,-0.16882187729335485,-0.17318581372446734,-0.17754975015557983,-0.18191368658669232,-0.18677372198738035,-0.1952304749174912,-0.20368722784760207,-0.21214398077771293,-0.2206007337078238,-0.22905748663793463,-0.23667348248085318,-0.24050607143140632,-0.24433866038195942,-0.24817124933251256,-0.25200383828306566,-0.25583642723361877,-0.259674442414337,-0.26352941456432116,-0.26738438671430526,-0.2712393588642894,-0.27509433101427355,-0.2789493031642577,-0.2817484275313744,-0.28211910199789614,-0.28248977646441786,-0.2828604509309396,-0.2832311253974613,-0.28360179986398304,-0.2821290647864282,-0.27743036300673934,-0.27273166122705045,-0.26803295944736155,-0.2633342576676727,-0.2586355558879838,-0.2568292084895688,-0.2589481991800255,-0.2610671898704821,-0.26159520529331975,-0.26021405039501455,-0.2588328954967094,-0.380417242601118,-0.6326524355834137
