x,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17,reference_18,reference_19,reference_20,reference_21,reference_22,reference_23,reference_24,reference_25,reference_26,reference_27,reference_28,reference_29,reference_30,reference_31,reference_32,reference_33,reference_34,reference_35,reference_36,reference_37,reference_38,reference_39,reference_40,reference_41,reference_42,reference_43,reference_44,reference_45,reference_46,reference_47,reference_48,reference_49,reference_50
0.71,-0.12393130429997215,-0.1289260140003148,-0.1339207237006575,-0.13891543340100015,-0.14391014310134284,-0.1489048528016855,-0.15384179910975096,-0.15788341283751972,-0.16192502656528848,-0.16596664029305724,-0.170008254020826,-0.17404986774859477,-0.1785844537073246,-0.18669308834052203,-0.1948017229737195,-0.20291035760691697,-0.21101899224011442,-0.21912762687331186,-0.22632262113365445,-0.22940623371615013,-0.23248984629864577,-0.23557345888114145,-0.2386570714636371,-0.24174068404613278,-0.24505601981035388,-0.24909549051746704,-0.25313496122458023,-0.2571744319316934,-0.2612139026388066,-0.26525337334591975,-0.26803519058273084,-0.2679244048378472,-0.26781361909296353,-0.2677028333480798,-0.26759204760319616,-0.2674812618583125,-0.2658194754656729,-0.26144343793946057,-0.25706740041324816,-0.2526913628870358,-0.24831532536082343,-0.24393928783461105,-0.24245264707278488,-0.24488733049119707,-0.24732201390960928,-0.24831871913336942,-0.24758985052354704,-0.24686098191372466,-0.37430683078293997,-0.6379383169736367
0.72,-0.1170873184905804,-0.1221849537088369,-0.1272825889270934,-0.13238022414534992,-0.1374778593636064,-0.14257549458186292,-0.1475925105729359,-0.15135992854266453,-0.15512734651239315,-0.15889476448212178,-0.1626621824518504,-0.16642960042157903,-0.1706070202660225,-0.17775695370214895,-0.18490688713827536,-0.1920568205744018,-0.1992067540105282,-0.2063566874466546,-0.21271594520176584,-0.21551716239230867,-0.21831837958285147,-0.22111959677339427,-0.2239208139639371,-0.22672203115447992,-0.2297813984307879,-0.23364748472511207,-0.23751357101943624,-0.24137965731376043,-0.2452457436080846,-0.24911182990240877,-0.25169720107269644,-0.25133692745770014,-0.25097665384270385,-0.2506163802277076,-0.2502561066127113,-0.24989583299771503,-0.24817928420325217,-0.24408925384472274,-0.2399992234861933,-0.23590919312766384,-0.23181916276913442,-0.227729132410605,-0.22676808819340807,-0.2300535251680196,-0.23333896214263114,-0.23515288008201687,-0.23520097517913166,-0.23524907027624642,-0.3684821246854852,-0.6432241983638597
0.73,-0.11024333268118866,-0.11544389341735899,-0.12064445415352931,-0.12584501488969965,-0.13104557562586996,-0.1362461363620403,-0.14134322203612082,-0.1448364442478093,-0.1483296664594978,-0.1518228886711863,-0.15531611088287478,-0.1588093330945633,-0.16262958682472048,-0.16882081906377586,-0.17501205130283123,-0.1812032835418866,-0.187394515780942,-0.19358574801999737,-0.1991092692698772,-0.20162809106846719,-0.20414691286705716,-0.2066657346656471,-0.2091845564642371,-0.21170337826282704,-0.2145067770512219,-0.21819947893275704,-0.2218921808142922,-0.22558488269582738,-0.22927758457736253,-0.23297028645889767,-0.2353592115626619,-0.23474945007755305,-0.2341396885924442,-0.2335299271073353,-0.23292016562222645,-0.23231040413711757,-0.23053909294083139,-0.2267350697499849,-0.22293104655913837,-0.21912702336829187,-0.21532300017744538,-0.21151897698659888,-0.21108352931403127,-0.21521971984484212,-0.21935591037565297,-0.22198704103066433,-0.22281209983471625,-0.22363715863876818,-0.36265741858803036,-0.6485100797540827
0.74,-0.10339934687179692,-0.10870283312588108,-0.11400631937996523,-0.1193098056340494,-0.12461329188813355,-0.12991677814221772,-0.13509393349930576,-0.13831295995295412,-0.14153198640660247,-0.14475101286025083,-0.14797003931389918,-0.15118906576754754,-0.15465215338341842,-0.15988468442540277,-0.1651172154673871,-0.17034974650937143,-0.17558227755135578,-0.18081480859334012,-0.1855025933379886,-0.1877390197446257,-0.18997544615126283,-0.19221187255789995,-0.19444829896453705,-0.19668472537117418,-0.1992321556716559,-0.20275147314040204,-0.20627079060914819,-0.20979010807789433,-0.21330942554664048,-0.21682874301538663,-0.21902122205262745,-0.21816197269740598,-0.2173027233421845,-0.21644347398696304,-0.21558422463174157,-0.21472497527652012,-0.2128989016784106,-0.20938088565524707,-0.20586286963208347,-0.2023448536089199,-0.19882683758575634,-0.19530882156259277,-0.19539897043465443,-0.20038591452166463,-0.20537285860867482,-0.20882120197931178,-0.21042322449030085,-0.21202524700128994,-0.3568327124905757,-0.6537959611443058
0.75,-0.09655536106240517,-0.10196177283440316,-0.10736818460640116,-0.11277459637839915,-0.11818100815039714,-0.12358741992239514,-0.1288446449624907,-0.13178947565809893,-0.13473430635370715,-0.13767913704931534,-0.14062396774492356,-0.14356879844053178,-0.14667471994211637,-0.15094854978702965,-0.15522237963194296,-0.15949620947685625,-0.16377003932176953,-0.16804386916668285,-0.17189591740609994,-0.17384994842078422,-0.1758039794354685,-0.17775801045015277,-0.17971204146483702,-0.1816660724795213,-0.18395753429208989,-0.18730346734804704,-0.19064940040400416,-0.19399533345996134,-0.19734126651591846,-0.20068719957187559,-0.202683232542593,-0.2015744953172589,-0.20046575809192485,-0.1993570208665908,-0.1982482836412567,-0.19713954641592266,-0.19525871041598986,-0.19202670156050922,-0.18879469270502858,-0.18556268384954797,-0.18233067499406733,-0.17909866613858672,-0.17971441155527765,-0.18555210919848716,-0.19138980684169668,-0.19565536292795924,-0.19803434914588547,-0.2004133353638117,-0.35100800639312085,-0.6590818425345288
0.76,-0.08971137525301343,-0.09522071254292525,-0.10073004983283708,-0.1062393871227489,-0.11174872441266072,-0.11725806170257255,-0.12259535642567566,-0.12526599136324373,-0.12793662630081182,-0.1306072612383799,-0.13327789617594796,-0.13594853111351604,-0.1386972865008143,-0.14201241514865656,-0.14532754379649884,-0.1486426724443411,-0.15195780109218332,-0.1552729297400256,-0.15828924147421133,-0.15996087709694276,-0.16163251271967416,-0.1633041483424056,-0.164975783965137,-0.16664741958786844,-0.1686829129125239,-0.17185546155569204,-0.17502801019886016,-0.1782005588420283,-0.18137310748519642,-0.18454565612836454,-0.1863452430325585,-0.18498701793711184,-0.1836287928416652,-0.18227056774621853,-0.18091234265077188,-0.17955411755532522,-0.1776185191535691,-0.17467251746577142,-0.1717265157779737,-0.168780514090176,-0.16583451240237831,-0.1628885107145806,-0.1640298526759008,-0.17071830387530965,-0.17740675507471848,-0.1824895238766067,-0.18564547380147006,-0.18880142372633343,-0.3451833002956661,-0.6643677239247519
0.77,-0.08314679571067643,-0.0882175475903272,-0.09328829946997796,-0.09835905134962875,-0.10342980322927951,-0.10850055510893028,-0.11341635809344815,-0.11593045320340617,-0.11844454831336416,-0.12095864342332217,-0.12347273853328018,-0.1259868336432382,-0.1285376158765097,-0.1313543797538041,-0.1341711436310985,-0.1369879075083929,-0.1398046713856873,-0.1426214352629817,-0.145202111183543,-0.14672039129880537,-0.14823867141406777,-0.14975695152933013,-0.1512752316445925,-0.1527935117598549,-0.15467281949176864,-0.15768033852571803,-0.16068785755966739,-0.1636953765936168,-0.16670289562756616,-0.16971041466151554,-0.17136152654848053,-0.1698929019973814,-0.16842427744628227,-0.16695565289518316,-0.16548702834408405,-0.1640184037929849,-0.16211676807787273,-0.15945736282573764,-0.15679795757360254,-0.15413855232146748,-0.15147914706933238,-0.14881974181719732,-0.15035806146904968,-0.15759329349059928,-0.16482852551214888,-0.1712451389299877,-0.17667941002337348,-0.1821136811167593,-0.3395114828171406,-0.6583705357874593
0.78,-0.07667305586155851,-0.08101021929357705,-0.08534738272559558,-0.08968454615761412,-0.09402170958963266,-0.09835887302165121,-0.1025731913615688,-0.10488341077392185,-0.1071936301862749,-0.10950384959862794,-0.111814069010981,-0.11412428842333404,-0.11652142520333804,-0.11954871289881146,-0.1225760005942849,-0.12560328828975834,-0.12863057598523175,-0.13165786368070517,-0.13440339956095693,-0.13588105227271105,-0.1373587049844652,-0.13883635769621933,-0.14031401040797348,-0.1417916631197276,-0.14360243775683454,-0.14645421841066897,-0.14930599906450337,-0.15215777971833783,-0.15500956037217223,-0.15786134102600666,-0.15937080212942975,-0.15779292826690677,-0.15621505440438382,-0.15463718054186085,-0.15305930667933787,-0.1514814328168149,-0.14952726630500698,-0.14691458765695037,-0.14430190900889375,-0.14168923036083714,-0.13907655171278052,-0.13646387306472393,-0.13806704357920643,-0.14539172367142061,-0.15271640376363482,-0.16030036151212854,-0.16819545244815765,-0.17609054338418675,-0.3324065802102072,-0.646419872044348
0.79,-0.07019931601244059,-0.0738028909968269,-0.0774064659812132,-0.08101004096559951,-0.08461361594998582,-0.08821719093437212,-0.09173002462968945,-0.09383636834443752,-0.09594271205918561,-0.0980490557739337,-0.1001553994886818,-0.10226174320342987,-0.10450523453016637,-0.10774304604381882,-0.1109808575574713,-0.11421866907112374,-0.1174564805847762,-0.12069429209842865,-0.12360468793837083,-0.12504171324661673,-0.12647873855486264,-0.12791576386310854,-0.12935278917135445,-0.13078981447960034,-0.13253205602190044,-0.1352280982956199,-0.13792414056933938,-0.14062018284305888,-0.14331622511677836,-0.14601226739049783,-0.14738007771037903,-0.1456929545364322,-0.14400583136248538,-0.14231870818853853,-0.14063158501459172,-0.13894446184064488,-0.1369377645321412,-0.13437181248816307,-0.13180586044418494,-0.1292399084002068,-0.12667395635622866,-0.12410800431225052,-0.1257760256893632,-0.13319015385224198,-0.14060428201512076,-0.14935558409426936,-0.1597114948729418,-0.17006740565161424,-0.3253016776032739,-0.6344692083012369
0.8,-0.06372557616332267,-0.06659556270007674,-0.06946554923683082,-0.07233553577358488,-0.07520552231033896,-0.07807550884709304,-0.08088685789781008,-0.08278932591495321,-0.08469179393209633,-0.08659426194923946,-0.08849672996638258,-0.0903991979835257,-0.09248904385699469,-0.09593737918882618,-0.09938571452065767,-0.10283404985248915,-0.10628238518432064,-0.10973072051615211,-0.11280597631578472,-0.1142023742205224,-0.11559877212526007,-0.11699517002999774,-0.11839156793473539,-0.11978796583947306,-0.12146167428696633,-0.12400197818057085,-0.12654228207417537,-0.1290825859677799,-0.13162288986138443,-0.13416319375498895,-0.13538935329132826,-0.13359298080595758,-0.1317966083205869,-0.13000023583521622,-0.12820386334984554,-0.12640749086447486,-0.12434826275927546,-0.1218290373193758,-0.11930981187947612,-0.11679058643957646,-0.11427136099967679,-0.11175213555977712,-0.11348500779951994,-0.12098858403306331,-0.12849216026660668,-0.1384108066764102,-0.15122753729772595,-0.1640442679190417,-0.31819677499634047,-0.6225185445581256
0.81,-0.057251836314204746,-0.059388234403326585,-0.061524632492448425,-0.06366103058157027,-0.0657974286706921,-0.06793382675981395,-0.07004369116593072,-0.07174228348546888,-0.07344087580500705,-0.07513946812454521,-0.07683806044408338,-0.07853665276362154,-0.08047285318382301,-0.08413171233383353,-0.08779057148384406,-0.09144943063385456,-0.09510828978386508,-0.09876714893387559,-0.10200726469319864,-0.10336303519442808,-0.1047188056956575,-0.10607457619688693,-0.10743034669811635,-0.10878611719934578,-0.11039129255203221,-0.11277585806552178,-0.11516042357901135,-0.11754498909250093,-0.11992955460599049,-0.12231412011948006,-0.12339862887227747,-0.12149300707548295,-0.11958738527868842,-0.1176817634818939,-0.11577614168509937,-0.11387051988830485,-0.11175876098640972,-0.10928626215058851,-0.1068137633147673,-0.10434126447894611,-0.10186876564312491,-0.09939626680730371,-0.1011939899096767,-0.10878701421388465,-0.1163800385180926,-0.12746602925855102,-0.1427435797225101,-0.15802113018646916,-0.31109187238940716,-0.6105678808150145
0.82,-0.050778096465086894,-0.05218090610657651,-0.05358371574806613,-0.05498652538955574,-0.056389335031045366,-0.05779214467253498,-0.05920052443405148,-0.060695241055984686,-0.06218995767791789,-0.0636846742998511,-0.0651793909217843,-0.06667410754371751,-0.06845666251065148,-0.07232604547884101,-0.07619542844703056,-0.08006481141522011,-0.08393419438340965,-0.08780357735159919,-0.09120855307061267,-0.09252369616833386,-0.09383883926605505,-0.09515398236377623,-0.09646912546149743,-0.09778426855921861,-0.0993209108170982,-0.10154973795047283,-0.10377856508384745,-0.10600739221722208,-0.1082362193505967,-0.11046504648397132,-0.11140790445322685,-0.10939303334500847,-0.10737816223679009,-0.1053632911285717,-0.10334842002035333,-0.10133354891213495,-0.09916925921354408,-0.09674348698180137,-0.09431771475005862,-0.09189194251831591,-0.08946617028657318,-0.08704039805483046,-0.08890297201983359,-0.09658544439470612,-0.10426791676957867,-0.116521251840692,-0.13425962214729434,-0.1519979924538967,-0.30398696978247386,-0.5986172170719034
0.83,-0.04430435661596897,-0.04493786691962624,-0.04557137722328351,-0.04620488752694078,-0.04683839783059805,-0.04747190813425532,-0.048147420953722965,-0.04947397276825132,-0.050800524582779685,-0.05212707639730804,-0.053453628211836406,-0.05478018002636476,-0.056440471837479814,-0.060520378623848375,-0.06460028541021695,-0.06868019219658553,-0.07276009898295409,-0.07684000576932265,-0.08040984144802657,-0.08168435714223952,-0.08295887283645248,-0.08423338853066543,-0.08550790422487839,-0.08678241991909134,-0.0882505290821641,-0.09032361783542377,-0.09239670658868343,-0.09446979534194311,-0.09654288409520277,-0.09861597284846244,-0.09941718003417609,-0.09729305961453386,-0.09516893919489162,-0.0930448187752494,-0.09092069835560716,-0.08879657793596493,-0.08657975744067833,-0.08420071181301408,-0.08182166618534982,-0.07944262055768557,-0.07706357493002132,-0.07468452930235707,-0.07663943622237228,-0.08447613588566678,-0.09231283554896129,-0.10573940397052566,-0.12587381490201394,-0.1460082258335022,-0.2981016276790679,-0.5904014573708448
0.84,-0.031737161864725624,-0.03249187919547901,-0.033246596526232394,-0.034001313856985786,-0.03475603118773917,-0.035510748518492556,-0.036308620722581966,-0.037775393463379756,-0.039242166204177545,-0.040708938944975334,-0.04217571168577312,-0.04364248442657091,-0.04542490793950848,-0.04949579955045945,-0.053566691161410426,-0.0576375827723614,-0.06170847438331237,-0.06577936599426333,-0.06932331254837265,-0.07049600634669453,-0.07166870014501642,-0.0728413939433383,-0.07401408774166018,-0.07518678153998207,-0.07659509008031867,-0.07873969468945133,-0.080884299298584,-0.08302890390771667,-0.08517350851684932,-0.08731811312598198,-0.08826610235058562,-0.08646187619077247,-0.08465765003095932,-0.08285342387114618,-0.08104919771133304,-0.07924497155151988,-0.07742009638123085,-0.07555908544260898,-0.07369807450398709,-0.07183706356536522,-0.06997605262674335,-0.06811504168812148,-0.07041528663397412,-0.07836295028018506,-0.08631061392639598,-0.09999682478083413,-0.12056929228514503,-0.14114175978945592,-0.2980092442141272,-0.5996901841166856
0.85,-0.018745729166519898,-0.01969308134197021,-0.020640433517420523,-0.021587785692870835,-0.022535137868321144,-0.023482490043771457,-0.024471404982222885,-0.02610454274719163,-0.02773768051216037,-0.02937081827712911,-0.031003956042097852,-0.03263709380706659,-0.0345547502123922,-0.03853516676030514,-0.042515583308218086,-0.04649599985613102,-0.05047641640404396,-0.05445683295195689,-0.05789542109932494,-0.05889578144424095,-0.05989614178915696,-0.06089650213407298,-0.06189686247898899,-0.062897222823905,-0.06422305960866659,-0.0665660102679456,-0.06890896092722462,-0.07125191158650365,-0.07359486224578267,-0.07593781290506169,-0.07714149413171686,-0.07572485566333724,-0.07430821719495762,-0.07289157872657799,-0.07147494025819835,-0.07005830178981873,-0.06868345992383323,-0.06738176211203745,-0.06608006430024166,-0.06477836648844588,-0.06347666867665011,-0.06217497086485432,-0.0647510083292084,-0.07258968652548016,-0.08042836472175192,-0.0942581184569352,-0.1152771628388124,-0.13629620722068958,-0.2979339013586739,-0.6089789108625263
0.86,-0.005754296468314171,-0.006894283488461409,-0.008034270508608646,-0.009174257528755883,-0.010314244548903121,-0.011454231569050358,-0.012634189241863804,-0.0144336920310035,-0.016233194820143196,-0.01803269760928289,-0.019832200398422584,-0.02163170318756228,-0.023684592485275935,-0.027574533970150836,-0.031464475455025745,-0.03535441693990065,-0.039244358424775555,-0.04313429990965045,-0.04646752965027722,-0.04729555654178737,-0.048123583433297513,-0.04895161032480765,-0.0497796372163178,-0.050607664107827945,-0.051851029137014504,-0.054392325846439875,-0.056933622555865246,-0.05947491926529063,-0.062016215974716,-0.06455751268414138,-0.06601688591284811,-0.064987835135902,-0.0639587843589559,-0.06292973358200979,-0.061900682805063674,-0.06087163202811756,-0.0599468234664356,-0.05920443878146592,-0.058462054096496234,-0.05771966941152654,-0.05697728472655686,-0.056234900041587176,-0.05908673002444269,-0.06681642277077528,-0.07454611551710787,-0.08851941213303628,-0.10998503339247977,-0.13145065465192324,-0.2978585585032206,-0.6182676376083671
0.87,0.007237136229891548,0.005904514365047388,0.004571892500203227,0.0032392706353590664,0.0019066487705149049,0.0005740269056707442,-0.0007969735015047179,-0.002762841314815367,-0.0047287091281260135,-0.00669457694143666,-0.00866044475474731,-0.010626312568057955,-0.012814434758159658,-0.016613901179996525,-0.020413367601833404,-0.024212834023670273,-0.028012300445507142,-0.03181176686734401,-0.0350396382012295,-0.035695331639333784,-0.03635102507743806,-0.03700671851554233,-0.037662411953646606,-0.03831810539175088,-0.03947899866536241,-0.042218641424934145,-0.04495828418450588,-0.04769792694407762,-0.05043756970364935,-0.05317721246322108,-0.054892277693979384,-0.054250814608466785,-0.053609351522954186,-0.052967888437441595,-0.052326425351928996,-0.0516849622664164,-0.05121018700903798,-0.051027115450894396,-0.0508440438927508,-0.050660972334607215,-0.05047790077646362,-0.050294829218320035,-0.05342245171967698,-0.061043159016070395,-0.06866386631246382,-0.08278070580913735,-0.10469290394614714,-0.12660510208315692,-0.2977832156477673,-0.6275563643542078
0.88,0.020228568928097275,0.018703312218556187,0.017178055509015102,0.015652798799474014,0.014127542089932929,0.01260228538039184,0.01104024223885436,0.00890800940137276,0.006775776563891162,0.004643543726409564,0.0025113108889279635,0.00037907805144636597,-0.0019442770310433809,-0.005653268389842217,-0.009362259748641062,-0.013071251107439898,-0.016780242466238736,-0.020489233825037572,-0.02361174675218179,-0.024095106736880194,-0.0245784667215786,-0.025061826706277008,-0.025545186690975413,-0.02602854667567382,-0.027106968193710324,-0.03004495700342841,-0.0329829458131465,-0.0359209346228646,-0.03885892343258269,-0.04179691224230078,-0.043767669475110633,-0.04351379408103156,-0.043259918686952475,-0.04300604329287339,-0.04275216789879432,-0.042498292504715235,-0.042473550551640364,-0.042849792120322874,-0.04322603368900538,-0.04360227525768788,-0.04397851682637039,-0.044354758395052894,-0.04775817341491127,-0.05526989526136551,-0.06278161710781975,-0.07704199948523842,-0.09940077449981449,-0.12175954951439057,-0.2977078727923139,-0.6368450911000485
0.89,0.033220001626303,0.031502110072064986,0.029784218517826977,0.028066326963588965,0.026348435409350952,0.024630543855112937,0.02287745797921344,0.020578860117560886,0.018280262255908335,0.015981664394255784,0.013683066532603231,0.01138446867095068,0.00892588069607289,0.0053073644003120875,0.0016888481045512754,-0.0019296681912095263,-0.005548184486970328,-0.00916670078273113,-0.012183855303134072,-0.01249488183442661,-0.012805908365719149,-0.013116934897011687,-0.013427961428304226,-0.013738987959596764,-0.014734937722058243,-0.017871272581922688,-0.021007607441787132,-0.024143942301651594,-0.02728027716151604,-0.030416612021380483,-0.0326430612562419,-0.03277677355359633,-0.032910485850950764,-0.033044198148305205,-0.03317791044565964,-0.03331162274301407,-0.033736914094242745,-0.034672468789751346,-0.035608023485259946,-0.036543578180768546,-0.037479132876277146,-0.03841468757178575,-0.042093895110145566,-0.04949663150666063,-0.05689936790317569,-0.07130329316133949,-0.09410864505348188,-0.11691399694562424,-0.2976325299368606,-0.6461338178458893
0.9,0.04591221038836789,0.044331741656808296,0.042751272925248704,0.04117080419368911,0.03959033546212952,0.03800986673056993,0.03638930332903238,0.03414727254283659,0.0319052417566408,0.029663210970445008,0.027421180184249213,0.02517914939805342,0.02279857041862098,0.01941351703822279,0.016028463657824593,0.012643410277426404,0.009258356897028214,0.005873303516630027,0.0029557067571849577,0.0021416647920289517,0.0013276228268729474,0.0005135808617169435,-0.00030046110343906083,-0.0011145030685950647,-0.0024791320563693794,-0.005564345489825935,-0.00864955892328249,-0.011734772356739061,-0.014819985790195616,-0.017905199223652173,-0.020074456449254117,-0.020137014396790463,-0.02019957234432681,-0.020262130291863155,-0.0203246882393995,-0.020387246186935847,-0.02113359626592354,-0.023076582574951106,-0.025019568883978684,-0.02696255519300625,-0.028905541502033817,-0.030848527811061385,-0.03554938675111535,-0.04399307283327661,-0.05243675891543786,-0.06717962021862778,-0.0894814917870522,-0.1117833633554766,-0.29059638911909924,-0.6357025162151249
0.91,0.0584903929342339,0.057120980992545,0.05575156905085609,0.05438215710916719,0.05301274516747829,0.05164333322578939,0.05026609477741526,0.04876754547542024,0.04726899617342522,0.0457704468714302,0.04427189756943517,0.04277334826744015,0.041058487907311716,0.03777537237571603,0.03449225684412033,0.031209141312524634,0.027926025780928947,0.024642910249333252,0.021597633760074977,0.019622632961335068,0.017647632162595166,0.015672631363855265,0.013697630565115361,0.011722629766375458,0.009516241269550288,0.006586766216208647,0.0036572911628670064,0.0007278161095253498,-0.002201658943816291,-0.005131133997157932,-0.007175623543236002,-0.007184646422607863,-0.007193669301979725,-0.007202692181351586,-0.007211715060723447,-0.007220737940095308,-0.008305317989843929,-0.011272123087751903,-0.014238928185659893,-0.01720573328356787,-0.020172538381475844,-0.02313934347938382,-0.02912704832418885,-0.0392145456826399,-0.049302043041090954,-0.06437465047192352,-0.08542938998961398,-0.10648412950730445,-0.2819915655754885,-0.6216049917285768
0.92,0.07106857548009991,0.0699102203282817,0.06875186517646348,0.06759351002464527,0.06643515487282706,0.06527679972100883,0.06414288622579814,0.06338781840800388,0.06263275059020963,0.061877682772415385,0.06112261495462113,0.060367547136826884,0.05931840539600246,0.05613722771320927,0.05295605003041606,0.04977487234762287,0.046593694664829675,0.043412516982036485,0.040239560762965,0.03710360113064119,0.03396764149831739,0.03083168186599359,0.02769572223366979,0.02455976260134599,0.021511614595469963,0.018737877922243233,0.015964141249016506,0.013190404575789764,0.010416667902563037,0.007642931229336309,0.005723209362782111,0.005767721551574734,0.005812233740367357,0.00585674592915998,0.005901258117952603,0.005945770306745226,0.004522960286235679,0.000532336399447296,-0.0034582874873411076,-0.00744891137412949,-0.011439535260917871,-0.015430159147706256,-0.022704709897262344,-0.034436018532003204,-0.04616732716674406,-0.06156968072521928,-0.0813772881921758,-0.1011848956591323,-0.2733867420318778,-0.6075074672420288
0.93,0.08364675802596593,0.0826994596640184,0.08175216130207087,0.08080486294012335,0.07985756457817582,0.0789102662162283,0.07801967767418103,0.07800809134058753,0.07799650500699405,0.07798491867340057,0.07797333233980709,0.07796174600621361,0.0775783228846932,0.0744990830507025,0.0714198432167118,0.0683406033827211,0.06526136354873041,0.06218212371473972,0.05888148776585502,0.05458456929994731,0.05028765083403961,0.04599073236813191,0.04169381390222421,0.03739689543631651,0.033506987921389626,0.030888989628277814,0.028270991335166,0.02565299304205417,0.023034994748942363,0.020416996455830547,0.018622042268800224,0.018720089525757332,0.01881813678271444,0.01891618403967155,0.01901423129662866,0.019112278553585767,0.017351238562315293,0.0123367958866465,0.0073223532109776834,0.002307910535308891,-0.0027065321403598984,-0.007720974816028691,-0.01628237147033584,-0.0296574913813665,-0.04303261129239716,-0.05876471097851503,-0.0773251863947376,-0.09588566181096014,-0.26478191848826704,-0.5934099427554808
0.94,0.0962249405718318,0.09548869899975496,0.09475245742767813,0.09401621585560128,0.09327997428352444,0.0925437327114476,0.09189646912256375,0.09262836427317102,0.0933602594237783,0.09409215457438558,0.09482404972499286,0.09555594487560015,0.09583824037338373,0.09286093838819554,0.08988363640300732,0.08690633441781913,0.08392903243263093,0.08095173044744274,0.07752341476874483,0.07206553746925323,0.06660766016976165,0.061149782870270064,0.05569190557077848,0.050234028271286896,0.04550236124730917,0.04304010133431227,0.04057784142131537,0.03811558150831845,0.03565332159532155,0.03319106168232465,0.0315208751748182,0.03167245749993979,0.03182403982506138,0.03197562215018297,0.032127204475304566,0.03227878680042615,0.030179516838394756,0.02414125537384557,0.01810299390929635,0.012064732444747164,0.006026470980197977,-1.1790484351209551e-05,-0.009860033043409403,-0.02487896423072985,-0.03989789541805029,-0.055959741231810814,-0.07327308459729945,-0.09058642796278807,-0.25617709494465646,-0.5793124182689329
